"Departement";"Code";"Dienstabteilung";"Konto";"Bezeichnung";"Rechnung 2011 Fr.";"Budget 2012 Fr.";"Budget 2013 Fr.";"Abweichung zum Vorjahr Fr.";"Bezeichnung (sofern gemäss Art. 4 FVO erforderlich)"
"Finanzdepartement";2080;"Organisation und Informatik";"4340 0300";"Entgelte für ausgeführte Arbeitsaufträge: Unselbständige städtische Unternehmungen und Stiftungen";"-51’870.40";;;;
"Finanzdepartement";2080;"Organisation und Informatik";"4360 0000";"Rückerstattungen Dritter";"-25’985.86";;"-25’000";"+25’000";"Vom Geschäftsgang abhängig."
"Finanzdepartement";2080;"Organisation und Informatik";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-775’984.45";"-496’800";"-501’000";"+4’200";
"Finanzdepartement";2080;"Organisation und Informatik";"4367 0000";"Rückerstattungen von Personalaufwendungen";"-9’107.95";;"-15’000";"+15’000";"Vom Geschäftsgang abhängig."
"Finanzdepartement";2080;"Organisation und Informatik";"4399 0000";"Übrige Entgelte";"-3’157.71";;;;
"Finanzdepartement";2080;"Organisation und Informatik";"4910 0000";"Vergütung für IT-Leistungen";"-51’994’766.20";"-67’399’700";"-68’867’900";"+1’468’200";
"Finanzdepartement";2080;"Organisation und Informatik";503101;"Albisriederstrasse 245: Ausbau 2. Obergeschoss";;;"1’500’000";"-1’500’000";"Ausbau (600 m2) im 2. Obergeschoss des Rechenzentrums Albis für neuen Drittmieter. Die baulichen Arbeiten werden auf den 1. April 2014 abgeschlossen. Die Vermietung der Räumlichkeiten erfolgt voraussichtlich auf den 1. April 2014."
"Finanzdepartement";2080;"Organisation und Informatik";503501;"Einbauten in von der Stadt gemieteten Liegenschaften: Sammelkonto";"101’067.10";;"140’000";"-140’000";"Ausbau Operations Control Raum."
"Finanzdepartement";2080;"Organisation und Informatik";506201;"Anschaffungen von IT-Anlagen Hardware";"30’472’112.74";"41’321’800";"38’015’000";"+3’306’800";"Einerseits höhere Investitionen im Jahr 2012 durch den Bau der neuen Rechenzentren, andererseits Ausbau (600 m2) im 2. Obergeschoss des Rechenzentrums Albis für neuen Drittmieter. Die baulichen Arbeiten werden auf den 1. April 2014 abgeschlossen. Die Vermietung der Räumlichkeiten erfolgt voraussichtlich auf den 1. April 2014."
"Finanzdepartement";2080;"Organisation und Informatik";506221;"Anschaffungen von Glasfaserkabeln";"810’624.25";;"1’000’000";"-1’000’000";"Glasfasernetz wurde bis anhin unter IT-Anlagen Hardware (506201) geplant."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";;"Aufwand";"4’225’598.05";"4’784’500";"4’540’400";"+244’100";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";;"Ertrag";"-90’586.60";"-97’000";"-96’300";-700;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"4’135’011.45";"4’687’500";"+4’444’100";"+243’400";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3001 0000";"Vergütungen an Behörden und Kommissionen";"17’911.95";"30’000";"30’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"2’206’124.15";"2’278’800";"2’421’400";"-142’600";"Besetzung der beiden Stellen für die Projektleitung und Archivierung."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3012 0000";"Löhne des Personals in Ausbildung";;"81’300";;"+81’300";"Es werden keine Praktikantinnen oder Praktikanten eingestellt."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3030 0000";"Sozialversicherungsbeiträge";"161’021.90";"173’800";"178’100";"-4’300";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3040 0000";"Personalversicherungsbeiträge";"281’226.00";"290’600";"320’500";"-29’900";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";"4’238.40";"4’700";"4’600";100;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3062 0000";"Verpflegungszulagen";"8’200.00";"18’000";"18’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3091 0000";"Aus- und Weiterbildung des Personals";"8’915.00";"17’500";"17’500";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3092 0000";"Personalwerbung";"64’387.20";"1’000";"1’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3096 0000";"Verbilligungen für das Personal";;"1’500";"1’500";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3099 0000";"Übriger Personalaufwand";"51’449.10";"50’000";"51’000";"-1’000";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3100 0000";"Büromaterial";618.4;"1’200";"1’200";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";531.9;"6’200";"5’800";400;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3102 0000";"Fachliteratur und Zeitschriften";"5’766.11";"6’300";"6’600";-300;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3107 0000";"Temporäre Aktionen in Öffentlichkeitsarbeit";;"5’000";"4’900";100;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3112 0000";"Anschaffungen IT-Anlagen Hardware";"1’332.50";"1’000";"1’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";236.45;100;200;-100;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3152 0000";"Unterhalt IT-Anlagen Hardware";;800;;800;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3153 0000";"Unterhalt IT-Anlagen Software";"5’596.15";"5’600";"5’600";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3161 0000";"Mieten und Benutzungskosten";;"22’200";"5’500";"+16’700";"Der Aufwand für die WC-Anlagen am Sihlquai wird auf das Konto 3180 (Entschädigung für Dienstleistung Dritter) übertragen."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"35’267.14";"40’000";"38’000";"+2’000";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"68’897.30";"118’300";"235’500";"-117’200";"Übertrag des Aufwandes für die WC-Anlagen am Sihlquai vom Konto 3161 (Mieten und Benutzungskosten). Für die Vorbereitung einer Stabsrahmenübung des Führungsstabes der Stadt Zürich (Grossereignisbewältigung) im Hinblick auf die Übung von Bund, Kantonen und Städten im 2014 für die Führung in besonderen und ausserordentlichen Lagen sind Fr. 100 000 eingestellt."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3181 0000";"Post- und Telekommunikationsgebühren";565.8;400;500;-100;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3186 0000";"Entschädigungen für Dienstleistungen Dritter im Zusammenhang mit Projektbegleitung, -beratung und Organisationsentwicklung";"179’854.95";"50’000";"66’500";"-16’500";"Abklärung durch KulturhistorikerIn, ob die Bestände der Graffitidatenbank der Stadtpolizei nützlich sind und allenfalls dem Stadtarchiv übergeben werden können."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3197 0000";"Mitgliederbeiträge";"3’250.00";"3’200";"3’300";-100;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3300 0000";"Abschreibungen von Guthaben des FV";418;;;;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";"3’500.00";"4’000";"4’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"138’225.65";"626’100";"176’600";"+449’500";"Die Projekte Intranet «IPD» und die Ablösung Geschäftskontrolle «ECM PD-TED» werden im Verlaufe der Jahre 2013 und 2014 abgeschlossen."
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3911 0000";"Vergütung an SBMV für Material/Dienstleistungen";"26’460.00";"19’300";"14’000";"+5’300";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3913 0000";"Vergütung an IMMO für Raumkosten";"882’024.00";"858’000";"858’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"69’580.00";"69’600";"69’600";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"4310 0000";"Gebühren für Amtshandlungen";"-6’604.00";"-13’000";"-13’000";;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"4350 0000";"Verkäufe";-41;-500;-300;-200;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"4360 0000";"Rückerstattungen Dritter";"-6’097.55";"-7’200";"-4’400";"-2’800";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-27’530.50";"-38’000";"-38’600";600;
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"4367 0000";"Rückerstattungen von Personalaufwendungen";"-50’202.40";"-38’300";"-40’000";"+1’700";
"Polizeidepartement";2500;"Polizeidepartement Zentrale Verwaltung";"4399 0000";"Übrige Entgelte";-111.15;;;;
"Polizeidepartement";2501;"Schutzraumbautenfonds";;"Aufwand";"3’600.50";;"560’000";"-560’000";
"Polizeidepartement";2501;"Schutzraumbautenfonds";;"Ertrag";"-3’600.50";;"-560’000";"+560’000";
"Polizeidepartement";2501;"Schutzraumbautenfonds";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";;;;;
"Polizeidepartement";2501;"Schutzraumbautenfonds";;"Ausgaben";"211’425.00";"350’000";"400’000";"-50’000";
"Polizeidepartement";2501;"Schutzraumbautenfonds";;"Einnahmen";"-211’425.00";"-350’000";"-400’000";"+50’000";
"Polizeidepartement";2501;"Schutzraumbautenfonds";;"Nettoinvestition";;;;;
"Polizeidepartement";2501;"Schutzraumbautenfonds";"3630 0000";"Beiträge an eigene Unternehmungen";;;"560’000";"-560’000";"Mit der Entnahme des Geldes aus dem Schutzraumbautenfonds werden bei Schutz & Rettung teilweise die Ausgaben für das Korpsmaterial des Zivilschutzes und der Umbau der Zivilschutzanlage «Tannenrauch» finanziert."
"Polizeidepartement";2501;"Schutzraumbautenfonds";"3801 0000";"Einlage in das Bestandeskonto des Spezialfonds";"3’600.50";;;;
"Polizeidepartement";2501;"Schutzraumbautenfonds";"4360 0000";"Rückerstattungen Dritter";"-3’600.50";;;;
"Polizeidepartement";2501;"Schutzraumbautenfonds";"4801 0000";"Entnahme aus dem Bestandeskonto des Spezialfonds";;;"-560’000";"+560’000";
"Polizeidepartement";2501;"Schutzraumbautenfonds";567501;"Durchlaufende Ersatzabgaben von privaten Unternehmungen";"-211’425.00";"-350’000";"-400’000";"+50’000";
"Polizeidepartement";2501;"Schutzraumbautenfonds";570010;"Einlage der durchlaufenden Ersatzabgaben von privaten Unternehmungen in das Bestandeskonto des Spezialfonds";"211’425.00";"350’000";;"+350’000";"Das Amt für Militär und Zivilschutz hat auf 1.1.2012 eine Praxisänderung beim Schutzraumbautenfonds eingeführt. Die Einnahmen werden neu nicht mehr in den Fonds fliessen, sondern müssen per Jahresende dem Kanton überwiesen werden."
"Polizeidepartement";2501;"Schutzraumbautenfonds";570100;"Ablieferung der Ersatzabgaben für Schutzraumbauten an Kanton";;;"400’000";"-400’000";"Siehe Begründung auf dem Konto 570010."
"Polizeidepartement";2505;"Parkgebühren";;"Aufwand";"16’203’885.45";"16’654’000";"15’973’700";"+680’300";
"Polizeidepartement";2505;"Parkgebühren";;"Ertrag";"-16’203’885.45";"-16’654’000";"-15’973’700";"-680’300";
"Polizeidepartement";2505;"Parkgebühren";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";;;;;
"Polizeidepartement";2505;"Parkgebühren";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";"2’505.60";"5’000";"5’000";;
"Polizeidepartement";2505;"Parkgebühren";"3111 0000";"Anschaffungen Maschinen, Geräte, Fahrzeuge";;"100’000";"100’000";;
"Polizeidepartement";2505;"Parkgebühren";"3111 0113";"Anschaffungen Parkuhren, Zentrale Parkuhren und Signalisationseinrichtungen";"1’194’479.25";"1’200’000";"1’200’000";;
"Polizeidepartement";2505;"Parkgebühren";"3120 0000";"Wasser, Energie und Heizmaterialien";"20’983.00";"25’600";"25’600";;
"Polizeidepartement";2505;"Parkgebühren";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";"75’340.80";"85’000";"85’000";;
"Polizeidepartement";2505;"Parkgebühren";"3149 0000";"Unterhalt übriger Anlagen";"544’826.25";"620’000";"660’000";"-40’000";
"Polizeidepartement";2505;"Parkgebühren";"3151 0105";"Unterhalt Parkuhren, Zentrale Parkuhren und Signalisationseinrichtungen";"371’880.85";"480’000";"430’000";"+50’000";
"Polizeidepartement";2505;"Parkgebühren";"3160 0000";"Miete und Pacht von Liegenschaften";"439’257.50";"491’000";"425’000";"+66’000";
"Polizeidepartement";2505;"Parkgebühren";"3161 0000";"Mieten und Benutzungskosten";"12’960.00";"25’000";"25’000";;
"Polizeidepartement";2505;"Parkgebühren";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"4’207.20";"3’000";"3’000";;
"Polizeidepartement";2505;"Parkgebühren";"3180 0105";"Entschädigung an VBZ für Münzgeldverarbeitung";"462’053.30";"500’000";"490’000";"+10’000";
"Polizeidepartement";2505;"Parkgebühren";"3180 0207";"Entschädigung an Dritte für Parkuhrenleerung";"556’789.95";"600’000";"600’000";;
"Polizeidepartement";2505;"Parkgebühren";"3181 0000";"Post- und Telekommunikationsgebühren";1.75;200;"1’000";-800;
"Polizeidepartement";2505;"Parkgebühren";"3183 0000";"Bankspesen";;;"5’000";"-5’000";
"Polizeidepartement";2505;"Parkgebühren";"3980 0361";"Vergütung an Stadtpolizei für Parkuhrenkontrolle";"6’697’000.00";"6’697’000";"6’697’000";;
"Polizeidepartement";2505;"Parkgebühren";"3980 0365";"Vergütung an Dienstabteilung Verkehr für Abgeltung von Sonderaufwand";"700’000.00";"700’000";"700’000";;
"Polizeidepartement";2505;"Parkgebühren";"3980 0367";"Vergütung an Stadtpolizei für Ordnungsbussen-Administration";"5’100’000.00";"5’100’000";"4’500’000";"+600’000";"Das Verhältnis der ausgestellten Ordnungsbussen in den Blauen Zonen zu den zeitlich beschränkten Parkplätzen (weisse Parkfelder) ist angestiegen. Die stadtinterne Abgeltung für die Ordnungsbussenverarbeitung wurde den tatsächlichen Verhältnissen angepasst."
"Polizeidepartement";2505;"Parkgebühren";"3982 0000";"Vergütung für Verwaltungskosten";"21’600.00";"22’200";"22’100";100;
"Polizeidepartement";2505;"Parkgebühren";"4270 0000";"Pacht- und Mietzinse von Liegenschaften des VV";"-29’916.00";"-40’000";"-35’000";"-5’000";
"Polizeidepartement";2505;"Parkgebühren";"4340 0108";"Parkgebühren";"-15’399’326.52";"-15’700’000";"-15’500’000";"-200’000";"Durch die weiterhin grosse Bautätigkeit und der temporären/permanenten Aufhebung von oberirdischen Parkplätzen ist mit einem Rückgang aus Parkuhrkontrollgebühren zu rechnen."
"Polizeidepartement";2505;"Parkgebühren";"4360 0000";"Rückerstattungen Dritter";"-28’733.30";"-10’000";"-10’000";;
"Polizeidepartement";2505;"Parkgebühren";"4361 0000";"Sachversicherungsleistungen";;"-35’000";"-15’000";"-20’000";"Das Budget wurde an die zu erwartenden Leistungen angepasst. Die Entschädigungen aus Sachversicherungsleistungen wurden im Budget 2012 zu optimistisch eingestellt."
"Polizeidepartement";2505;"Parkgebühren";"4800 0000";"Entnahme aus dem Ausgleichskonto der Spezialfinanzierung";"-521’525.48";"-614’000";"-263’700";"-350’300";
"Polizeidepartement";2505;"Parkgebühren";"4920 0000";"Vergütung von Zinsen für Spezialfinanzierung";"-111’007.30";"-145’000";"-100’000";"-45’000";
"Polizeidepartement";2505;"Parkgebühren";"4921 0000";"Vergütung von Kontokorrentzinsen";"-113’376.85";"-110’000";"-50’000";"-60’000";
"Polizeidepartement";2506;"Blaue Zonen";;"Aufwand";"14’477’568.90";"13’681’700";"22’524’900";"-8’843’200";
"Polizeidepartement";2506;"Blaue Zonen";;"Ertrag";"-14’477’568.90";"-13’681’700";"-22’524’900";"+8’843’200";
